% # iter+eval+sigma+idxmaxSD+idxminSD+stddev (randomSeed=894569948, Fri Mar 13 18:14:45 2015)
0	0	1.0000e-02	2	2	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01
1	13	9.1551e-03	5	9	0.00914223	0.0091349	0.00911483	0.00918039	0.00919768	0.00911311	0.00912212	0.00914129	0.00911267	0.00912878	0.00912508	0.00912144	0.00914265	0.00919571	0.00911594	0.00913076	0.00919332	0.00911679	0.00912647	0.00913891	0.00913145
2	26	8.6256e-03	5	9	0.00866726	0.00858732	0.00858088	0.00862279	0.00873323	0.00866235	0.00856584	0.00861044	0.00855243	0.00858435	0.0085884	0.00865874	0.00860482	0.00865201	0.00856211	0.00857885	0.00863362	0.00863207	0.0085967	0.00857119	0.00856904
3	39	8.4287e-03	12	9	0.00845307	0.00838715	0.0083555	0.0084014	0.00852663	0.0084453	0.00834751	0.00838642	0.00832298	0.00838681	0.00840938	0.00854741	0.00836829	0.00848226	0.00833143	0.00838479	0.00840937	0.00841437	0.00839044	0.00836648	0.00836797
4	52	8.3084e-03	12	15	0.00831615	0.00829072	0.00823647	0.0082738	0.00840022	0.00833602	0.00822447	0.00834158	0.00820068	0.00824032	0.00826261	0.00845262	0.0082283	0.00844868	0.00818338	0.008244	0.00828265	0.00830278	0.00823933	0.00829346	0.00825598
5	65	8.2917e-03	14	15	0.00826192	0.00827498	0.00819439	0.00829172	0.00836059	0.00829295	0.00818995	0.0083477	0.0081683	0.00821514	0.00823835	0.00840733	0.00819581	0.00845042	0.0081319	0.008249	0.00826513	0.00827111	0.0081967	0.0084055	0.00820508
6	78	8.5500e-03	20	15	0.00848632	0.00852382	0.00844777	0.00852457	0.0086083	0.00853613	0.00844767	0.00860311	0.00840559	0.00843825	0.00848424	0.00870124	0.00845808	0.00873876	0.00835734	0.008485	0.00852956	0.00850093	0.00841038	0.00876796	0.0084563
7	91	8.7039e-03	20	15	0.00862733	0.00864971	0.00860111	0.00868707	0.00876951	0.00869756	0.00857944	0.00881335	0.00853292	0.00859607	0.00864994	0.00884999	0.00859627	0.00899875	0.00848054	0.00861776	0.00869236	0.00863373	0.008529	0.00903518	0.00857843
8	104	8.7370e-03	20	15	0.00863437	0.00868485	0.00860564	0.00871016	0.008798	0.00870923	0.00862425	0.00888503	0.00854815	0.00861984	0.00865157	0.00888116	0.00860399	0.00903915	0.00847267	0.00866252	0.00873851	0.00866237	0.00855489	0.00912633	0.00857858
9	117	8.5945e-03	20	15	0.00847419	0.00857374	0.00845502	0.0085523	0.00863455	0.00855263	0.00848437	0.00876043	0.00842259	0.00848444	0.00848108	0.00872511	0.0084251	0.00890168	0.00829508	0.00850415	0.00858761	0.00848758	0.00840111	0.00899193	0.00840234
10	130	8.3994e-03	20	15	0.00826102	0.00843893	0.00824268	0.00833233	0.00840556	0.00836534	0.00826996	0.00859008	0.00821965	0.00830089	0.0082903	0.00848767	0.00821656	0.00869299	0.00808568	0.00831043	0.00838797	0.00829674	0.00820344	0.00878289	0.00820083
11	143	8.1154e-03	20	15	0.00798415	0.00816493	0.00794562	0.00804135	0.00811751	0.0080682	0.00795492	0.00829673	0.00792851	0.00801505	0.00799426	0.00816947	0.00791963	0.00841923	0.00779411	0.00801187	0.00807787	0.00798564	0.0079163	0.00845563	0.0079187
12	156	7.8703e-03	20	15	0.00779208	0.00791595	0.00768477	0.00776277	0.00787427	0.0077946	0.0076902	0.00808388	0.00766231	0.00776	0.00774176	0.00789958	0.00769805	0.00815044	0.00752392	0.00779025	0.00780162	0.00773242	0.00767846	0.0081927	0.00766453
13	169	7.7108e-03	14	15	0.00761479	0.00773308	0.00751651	0.00757681	0.00772557	0.00760225	0.00754643	0.00790745	0.00747374	0.00764295	0.00760989	0.00770497	0.00754242	0.00804467	0.00734395	0.00761073	0.0076078	0.00754017	0.00753444	0.00799011	0.00750382
14	182	7.5371e-03	14	15	0.00746517	0.00755774	0.00732392	0.00739263	0.0075791	0.00746146	0.00736766	0.00773502	0.00729016	0.00744509	0.00743051	0.00751	0.00736138	0.00786552	0.00715901	0.00742139	0.0074001	0.00737133	0.00735465	0.00777401	0.0073441
