% # iter+eval+sigma+0+fitness+xbest (randomSeed=894569948, Fri Mar 13 18:14:45 2015)
0	0	1.0000e-02	0	0.000000000000000e+00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	13	9.1551e-03	0	1.166650418533947e+03	0.879004	-0.0428533	0.333442	-0.387868	-0.0775848	-0.42534	0.28283	0.258483	-0.0805414	0.111962	-0.130222	-0.221263	-0.020164	0.302702	0.0867642	0.410256	-0.358853	-0.0492223	-0.287103	-0.352443	-0.12026
2	26	8.6256e-03	0	1.037014099635164e+03	0.900315	-0.0539112	0.31863	-0.367404	-0.111438	-0.404558	0.293307	0.259628	-0.0809069	0.118669	-0.145064	-0.199425	-0.0387336	0.275493	0.0841093	0.417068	-0.375173	-0.0655237	-0.279054	-0.358815	-0.122085
3	39	8.4287e-03	0	1.119034438741536e+03	0.899933	-0.0471926	0.327995	-0.378472	-0.0943687	-0.43391	0.291907	0.255821	-0.0829689	0.111915	-0.150437	-0.191239	-0.0317213	0.268457	0.0785351	0.42888	-0.368937	-0.0549529	-0.288054	-0.348319	-0.11172
4	52	8.3084e-03	0	1.087473661541447e+03	0.888726	-0.0648456	0.313596	-0.38238	-0.10738	-0.431099	0.289576	0.254614	-0.0942461	0.116573	-0.146195	-0.194683	-0.0359923	0.29397	0.0863954	0.417286	-0.378562	-0.0670111	-0.28967	-0.336403	-0.123855
5	65	8.2917e-03	0	1.125822237657174e+03	0.89608	-0.0501803	0.319827	-0.371051	-0.0983848	-0.425927	0.288014	0.239094	-0.0778449	0.108727	-0.150112	-0.207695	-0.0285691	0.299325	0.0858392	0.429715	-0.363678	-0.0521616	-0.291115	-0.322173	-0.115671
6	78	8.5500e-03	0	1.047674599760199e+03	0.890973	-0.0533656	0.313867	-0.371473	-0.0936952	-0.436755	0.27973	0.238919	-0.073991	0.110263	-0.147375	-0.191622	-0.0465812	0.306951	0.0806073	0.416532	-0.368887	-0.0547635	-0.291038	-0.324786	-0.113628
7	91	8.7039e-03	0	1.137389722155614e+03	0.903029	-0.0549085	0.322426	-0.375117	-0.0908678	-0.43997	0.288362	0.233131	-0.0816882	0.112439	-0.157432	-0.203054	-0.0334692	0.317748	0.0852677	0.422759	-0.359441	-0.0521097	-0.293658	-0.312589	-0.123469
8	104	8.7370e-03	0	1.168881455925007e+03	0.892806	-0.044595	0.32577	-0.379561	-0.0949904	-0.439141	0.275174	0.248268	-0.0755778	0.127326	-0.142633	-0.207636	-0.0394308	0.307464	0.0868023	0.43164	-0.355095	-0.0426507	-0.294235	-0.327341	-0.113815
9	117	8.5945e-03	0	1.105141308678668e+03	0.893374	-0.0410844	0.318703	-0.367463	-0.0888947	-0.431707	0.274293	0.231603	-0.0865539	0.110198	-0.138899	-0.212316	-0.0275569	0.316027	0.0854087	0.42092	-0.361283	-0.0461256	-0.298399	-0.333994	-0.118199
10	130	8.3994e-03	0	1.203300083901150e+03	0.890788	-0.0360979	0.328563	-0.374985	-0.0888528	-0.429367	0.289563	0.221912	-0.0746097	0.122452	-0.143757	-0.205818	-0.0350143	0.311164	0.0830447	0.415826	-0.371702	-0.0392297	-0.294837	-0.338757	-0.11154
11	143	8.1154e-03	0	1.106744524534553e+03	0.883157	-0.0365868	0.322762	-0.366471	-0.0958115	-0.44546	0.289346	0.233389	-0.0938613	0.10714	-0.150829	-0.209033	-0.0376575	0.311365	0.0838823	0.429006	-0.362043	-0.0449254	-0.294363	-0.33479	-0.11447
12	156	7.8703e-03	0	1.219252245247692e+03	0.870415	-0.0424155	0.322992	-0.375404	-0.0842279	-0.434022	0.287864	0.216237	-0.078499	0.121981	-0.159012	-0.198273	-0.0253075	0.313539	0.0860094	0.428606	-0.366876	-0.0500171	-0.288031	-0.33261	-0.107464
13	169	7.7108e-03	0	1.113622566108651e+03	0.880372	-0.0334083	0.321081	-0.373884	-0.0758714	-0.436922	0.293313	0.233523	-0.0829806	0.111655	-0.159308	-0.201568	-0.0239949	0.312588	0.0807493	0.417325	-0.366907	-0.0470802	-0.292072	-0.338942	-0.108277
14	182	7.5371e-03	0	1.147492202841370e+03	0.872946	-0.0305523	0.324643	-0.363178	-0.0693142	-0.439235	0.277755	0.241343	-0.0841472	0.113181	-0.158543	-0.198994	-0.0358318	0.311345	0.0781353	0.425242	-0.36762	-0.0406386	-0.287872	-0.336929	-0.115423
15	195	7.3390e-03	0	1.117235850063481e+03	0.871734	-0.0302166	0.334362	-0.376726	-0.0843145	-0.421726	0.281776	0.233605	-0.0973354	0.113977	-0.152312	-0.203667	-0.0227757	0.309296	0.0748648	0.425981	-0.363809	-0.049199	-0.2923	-0.344268	-0.1061
16	208	6.9755e-03	0	1.086483207000297e+03	0.875645	-0.0336218	0.328718	-0.360075	-0.0710976	-0.432509	0.275196	0.22928	-0.0846943	0.112798	-0.147212	-0.206183	-0.035647	0.307775	0.0826819	0.424445	-0.379774	-0.0493832	-0.298996	-0.345501	-0.111397
17	221	6.8147e-03	0	1.074443466595182e+03	0.883114	-0.0379465	0.330815	-0.381947	-0.0763833	-0.426225	0.280645	0.244287	-0.0886138	0.105082	-0.141285	-0.195538	-0.031768	0.294898	0.0719624	0.428826	-0.386842	-0.052186	-0.276145	-0.357056	-0.110416
18	234	6.4596e-03	0	1.069490208771754e+03	0.873948	-0.0352946	0.323401	-0.383407	-0.0765802	-0.420985	0.28948	0.232292	-0.0921342	0.111363	-0.1585	-0.199168	-0.0292626	0.307312	0.0766147	0.430239	-0.373669	-0.0486407	-0.29275	-0.337188	-0.103257
